"CourseID","Subject","Catalog","LongTitle","ClassUnits","ComponentCode","ComponentDescr","PreRequisiteDescription","Career","EquivalentCourses"
"025936","MSCA","621","SEMINAR IN INVESTMENT THEORY","3.00","LEC","Lecture","","GRAD",""
"025937","MSCA","622","SEMINAR/INVESTMENT MANAGEMNT","3.00","LEC","Lecture","","GRAD",""
"025938","MSCA","623","SEM-FINA THEORY+CORP.POLICY","3.00","SEM","Seminar","","GRAD",""
"025939","MSCA","624","SEM MRGRS RESTRUCT/CORP CNTL","3.00","SEM","Seminar","","GRAD",""
"025940","MSCA","625","SEMINAR IN OPTIONS & FUTURES","3.00","SEM","Seminar","","GRAD",""
"025961","MSCA","643","SEMINAR IN MOTIVATION, EVALUATION AND REWARDS","3.00","SEM","Seminar","","GRAD",""
"025963","MSCA","645","SEM-ORGANIZAT'L THEORY/DSGN","3.00","LEC","Lecture","","GRAD",""
"025965","MSCA","647","SEMINAR IN STRATEGIC MANAGEMENT IN GLOBAL CONTEXT","3.00","LEC","Lecture","","GRAD",""
"025966","MSCA","652","SEMINAR IN SPECIAL TOPICS IN MANAGEMENT","3.00","SEM","Seminar","","GRAD",""
"025986","MSCA","653","ADVANCED TOPICS IN STRATEGY","3.00","SEM","Seminar","The following course must be completed previously: MSCA 657.If prerequisites are not satisfied, permission of the instructor is required","GRAD",""
"025989","MSCA","665","SEM/MARKETING COMMUNICATIONS","3.00","LEC","Lecture","","GRAD",""
"025989","MSCA","665","SEM/MARKETING COMMUNICATIONS","3.00","SEM","Seminar","","GRAD",""
"025991","MSCA","668","SEMINAR IN INNOVATION AND MARKETING","3.00","SEM","Seminar","","GRAD",""
"025993","MSCA","670","SEMINAR/SERVICES MARKETING","3.00","SEM","Seminar","","GRAD",""
"025995","MSCA","672","SEM/ADV TOPICS IN MARKETING","3.00","SEM","Seminar","","GRAD",""
"026018","MSCA","674","SEMINAR IN MEANING AND MANAGEMENT OF BRANDS","3.00","SEM","Seminar","Anti-Req for MSCA 674: Students who have received credit for MSCA 672 Brand Management topic, may not take this course for credit.","GRAD",""
"026019","MSCA","675","SEMINAR IN RETAILING","3.00","SEM","Seminar","Anti-Req for MSCA 675 - Students who have received credit for Seminar in Research in Retailing under MSCA 672 Special Topics may not take this course for credit.","GRAD",""
"026020","MSCA","681","FOUNDATIONS OF DATA MINING","3.00","SEM","Seminar","","GRAD",""
"026022","MSCA","683","APPLIED MULTIVARIATE DATA ANALYSIS","3.00","SEM","Seminar","Pre-req:  MSCA 602 – must complete MSCA 602 previously or concurrently","GRAD",""
"026025","MSCA","686","COMPETITIVE ADVANTAGE THROUGH INFORMATION TECHNOLOGY","3.00","SEM","Seminar","","GRAD",""
"026028","MSCA","689","SEMINAR IN OPEARTION MANA II","3.00","LEC","Lecture","","GRAD",""
"026030","MSCA","690","DATA MANAGEMENT","3.00","SEM","Seminar","","GRAD",""
"026031","MSCA","691","ADVANCED DATA MINING","3.00","SEM","Seminar","","GRAD",""
"026033","MSCA","693","SEMINAR IN SPECIAL TOPICS IN BUSINESS ANALYTICS AND TECHNOLOGY MANAGEMENT (BATM)","3.00","SEM","Seminar","","GRAD",""
"026056","MSCA","697","ADVANCED TOPICS IN INFORMATION SYSTEMS DEVELOPMENT","3.00","SEM","Seminar","","GRAD",""
"026057","MSCA","699","RESEARCH THESIS","21.00","THE","Thesis Research","","GRAD",""
"042038","MSCA","699B","RESEARCH THESIS","21.00","LEC","Lecture","","GRAD",""
"046958","MSCA","632","SEMINAR IN SPECIAL TOPICS IN FINANCE","3.00","SEM","Seminar","","GRAD",""
"047473","MSCA","673","SEMINAR IN SEGMENTATION AND POSITIONING IN MARKETING","3.00","LEC","Lecture","Anti-Req for MSCA 673: Students who have received credit for MSCA 672 Segmentation and Positioning Marketing topic, may not take this course for credit.","GRAD",""
"048874","MSCA","640","SEMINAR IN ORGANIZATIONAL BEHAVIOUR","3.00","LEC","Lecture","","GRAD",""
"048875","MSCA","644","SEMINAR IN MESO ORGANIZATIONAL BEHAVIOUR","3.00","LEC","Lecture","Anti Requsite for MSCA 644 is MSCA 652 Meso Organizational Behaviour","GRAD",""
"048876","MSCA","646","SEMINAR IN LEADERSHIP","3.00","LEC","Lecture","Anti Requisite for MSCA 646 is MSCA 652 Leadership","GRAD",""
"048877","MSCA","648","SEMINAR IN INTERNATIONAL MANAGEMENT","3.00","LEC","Lecture","Anti Requisite for MSCA 648 is MSCA 652 International Management","GRAD",""
"048878","MSCA","649","SEMINAR IN COMPARATIVE CORPORATE GOVERNANCE","3.00","LEC","Lecture","Anti Requisite for MSCA 649 is MSCA 652 Comparative Corporate Governance","GRAD",""
"048879","MSCA","651","SEMINAR IN ENTREPRENEURSHIP ACROSS CONTEXTS","3.00","LEC","Lecture","Anti Req for MSCA 651 is MSCA 652 Entrepreneurship","GRAD",""
"048880","MSCA","641","SEMINAR IN STAFFING AND CAREER MANAGEMENT","3.00","SEM","Seminar","","GRAD",""
"048905","MSCA","654","CONSULTING","3.00","SEM","Seminar","","GRAD",""
"048978","MSCA","662","SEMINAR IN QUALITATIVE RESEARCH","3.00","SEM","Seminar","Anti Req for MSCA 662 - Students who have received credit for the Seminar in Qualitative Research under MSCA 672 Special Topics may not take this course for credit.","GRAD",""
"048981","MSCA","663","SEMINAR IN CONSUMER RESEARCH METHODS","3.00","SEM","Seminar","Antri Req for MSCA 663 - Students who have received credit for the Seminar in Consumer  Research under MSCA 672 Special Topics may not take this course for credit.","GRAD",""
"048982","MSCA","667","SEMINAR IN CONSUMER PSYCHOLOGY AND DECISION MAKING","3.00","SEM","Seminar","Anti-Req for MSCA 667 - Students who have received credit for Seminar in Consumer Psychology and Decision Making under MSCA 672 Special Topics may not take this course for credit.","GRAD",""
"048983","MSCA","669","SEMINAR IN PRICING MANAGEMENT","3.00","SEM","Seminar","Anti-Req for MSCA 669 - Students who have received credit for Seminar in Pricing Management under MSCA 672 Special Topics may not take this course for credit.","GRAD",""
"048984","MSCA","671","SEMINAR IN RELATIONSHIP MARKETING STRATEGY","3.00","SEM","Seminar","Anti-Req for MSCA 671 - Students who have received credit for Seminar in Relationship Marketing Strategy under MSCA 672 Special Topics may not take this course for credit.","GRAD",""
"048985","MSCA","677","SEMINAR IN SUSTAINABILITY IN MARKETING","3.00","SEM","Seminar","Anti-Req for MSCA 677 - Students who have received credit for Corporate Social Responsibility and Public Policy under MSCA 672 Special Topics may not take this course for credit.","GRAD",""
"050079","MSCA","656","INDIVIDUAL AND GROUP BEHAVIOUR IN ORGANIZATIONS","3.00","SEM","Seminar","Anti-Req for MSCA 656","GRAD",""
"050080","MSCA","657","ORGANIZATION AND STRATEGY","3.00","SEM","Seminar","Anti-Req for MSCA 657","GRAD",""
"050081","MSCA","616","RESEARCH METHODOLOGY - MANAGEMENT","3.00","SEM","Seminar","Anti-Req for MSCA 616","GRAD",""
"050159","MSCA","610","FINANCIAL DATA ANALYTICS  I","3.00","SEM","Seminar","Anti-req :  students who have received credit for MSCA 602 may not take this course for credit","GRAD",""
"050160","MSCA","617","FINANCIAL DATA ANALYTICS  II","3.00","SEM","Seminar","Prereq: MSCA 610  - must complete MSCA 610 previously or concurrently. Students who have received credit for MSCA 611 may not take this course for credit","GRAD",""
"050161","MSCA","680","FOUNDATIONS OF BUSINESS TECHNOLOGY MANAGEMENT","3.00","SEM","Seminar","","GRAD",""
"050309","MSCA","694","THESIS PROPOSAL","3.00","THE","Thesis Research","","GRAD",""
"050310","MSCA","695","RESEARCH THESIS","18.00","THE","Thesis Research","Prerequisite: MSCA 694","GRAD",""
"050312","MSCA","618","RESEARCH METHODS","3.00","SEM","Seminar","","GRAD",""
"050313","MSCA","678","MARKETING RESEARCH FOUNDATIONS","3.00","SEM","Seminar","","GRAD",""
"050314","MSCA","679","MARKETING THEORY","3.00","SEM","Seminar","","GRAD",""
"050318","MSCA","650","ADVANCED ANALYTIC TECHNIQUES","3.00","SEM","Seminar","Prerequisite: MSCA 603","GRAD",""
"050319","MSCA","658","ADVANCED TOPICS IN ORGANIZATIONAL BEHAVIOUR","3.00","SEM","Seminar","Prerequisite: MSCA 656 or permission of the instructor","GRAD",""
"050673","MSCA","619","COMMUNITY SERVICE CONSULTING PROJECT","3.00","PRA","Practicum/Internship/Work-Term","MSCA 619 Prerequisite: must have completed 12 credits in the MSc program including MSCA 654 and Written permission of the GPD. Students who have received credit for MBA 661 number may not take this course for credit","GRAD",""
"047716","MSCM","681","ADVANCED MODELLING AND OPTIMIZATION","3.00","LEC","Lecture","","GRAD",""
"047718","MSCM","682","SOURCE AND GLOBAL LOGISTICS","3.00","LEC","Lecture","","GRAD",""
"047719","MSCM","683","SUPPLY CHAIN DESIGN AND COORDINATION","3.00","LEC","Lecture","PREREQ MSCM 681","GRAD",""
"047721","MSCM","684","DEMAND MANAGEMENT","3.00","LEC","Lecture","","GRAD",""
"047723","MSCM","685","SUPPLY CHAIN RISK MANAGEMENT","3.00","LEC","Lecture","PREREQ MSCM 681","GRAD",""
"047724","MSCM","689","APPLIED RESEARCH PROJECT","15.00","RSC","Research","MSCM minimum 9 credits","GRAD",""
"050154","MSCM","699","Research Thesis","21.00","THE","Thesis Research","","GRAD",""
"050368","MSCM","686","SUPPLY CHAIN SUSTAINABILITY","3.00","SEM","Seminar","Prerequisite: Students must have completed 6 credits in their program prior to enrolling","GRAD",""
"026059","MTHY","301","An Introduction to Music Therapy","3.00","LEC","Lecture","; Course Prerequisite: PSYC200 You must complete 6 of the following rules   Must complete min number of credits: 6 in the subject.  You must have completed a minimum amount of 30 credits.","UGRD",""
"026060","MTHY","501","MUSIC THERAPY SKILLS","3.00","LEC","Lecture","","GRAD",""
"026061","MTHY","502","PSYCHOLOGY OF MUSIC","2.00","LEC","Lecture","","GRAD",""
"026062","MTHY","503","MUSIC THERAPY WITH ADULTS","1.00","LEC","Lecture","","GRAD",""
"026063","MTHY","504","MTHY W/CHILDREN/ADOLESCENTS","1.00","LEC","Lecture","","GRAD",""
"026064","MTHY","510","MUSIC THERAPY PRACTICUM I","3.00","PRA","Practicum/Internship/Work-Term","   Course Corequisite: MTHY503","GRAD",""
"026065","MTHY","511","MUSIC THERAPY PRACTICUM II","3.00","PRA","Practicum/Internship/Work-Term","   Course Corequisite: MTHY504","GRAD",""
"026066","MTHY","512","MUSIC THERAPY PRACTICUM III","9.00","PRA","Practicum/Internship/Work-Term","   Course Prerequisite: MTHY511, MTHY510","GRAD",""
"026067","MTHY","521","CLINICAL IMPROVISATION/MTHY","3.00","LEC","Lecture","","GRAD",""
"026068","MTHY","600","MTHY ADVANCED LITERATURE","3.00","LEC","Lecture","","GRAD",""
"026069","MTHY","601","SUPERVIS'N,TEACHING,LEARNING","3.00","LEC","Lecture","","GRAD",""
"026070","MTHY","602","ADV.CLINICAL IMPROVISATION I","1.50","LEC","Lecture","","GRAD",""
"026071","MTHY","603","ADV. CLINICAL IMPROV. II","1.50","LEC","Lecture","","GRAD",""
"026072","MTHY","623","ADVANCED PRACTICUM I","3.00","ONL","Online","","GRAD",""
"026073","MTHY","624","ADVANCED PRACTICUM II","3.00","ONL","Online","","GRAD",""
"026074","MTHY","625","GUIDED IMAGERY AND MUSIC I","3.00","LEC","Lecture","","GRAD",""
"026075","MTHY","693","RESEARCH IN MTHY","3.00","LEC","Lecture","","GRAD",""
"042039","MTHY","699","THESIS","21.00","LEC","Lecture","Prerequisite:CATS691 and MTHY693","GRAD",""
"042040","MTHY","699A","THESIS","15.00","LEC","Lecture","","GRAD",""
"048561","MTHY","633","Advanced Music Therapy Practice I","6.00","ONL","Online","","GRAD",""
"048562","MTHY","634","Advanced Music Therapy Practice II","6.00","ONL","Online","","GRAD",""
"049957","MTHY","698","Music Therapy Advanced Capstone Project","6.00","LEC","Lecture","","GRAD",""
"026088","MUSI","201","Introduction To Music Fundamentals","3.00","LEC","Lecture","","UGRD",""
"026090","MUSI","211","Aural Perception I","3.00","LEC","Lecture","   Never Taken/Not Registered: INMS209, MUSI210","UGRD","MUSI 211 = INMS 209"
"026091","MUSI","212","Aural Perception II","3.00","LEC","Lecture","Prerequisite: MUSI 211 or permission of the Department of Music. Never Taken/Not Registered: INMS210, INMS310","UGRD","MUSI 212 = INMS 210"
"026093","MUSI","230","PRIVATE STUDY BI","6.00","LEC","Lecture","","UGRD",""
"026095","MUSI","231","PRIVATE STUDY 1A","3.00","LEC","Lecture","","UGRD",""
"026117","MUSI","232","PRIVATE STUDY 1B","3.00","LEC","Lecture","","UGRD",""
"026140","MUSI","241","Functional Keyboard Skills","3.00","STU","Studio","","UGRD",""
"026143","MUSI","251","Harmony I","3.00","LEC","Lecture","   Never Taken/Not Registered: INMS250, INMS252","UGRD","MUSI 251 = INMS 252"
"026144","MUSI","252","Melody and Counterpoint","3.00","LEC","Lecture","   Never Taken/Not Registered: INMS250, INMS251","UGRD","MUSI 252 = INMS 251"
"026154","MUSI","311","Aural Perception III","3.00","LEC","Lecture","  You must complete 1 of the following rules   Course Prerequisite: MUSI212, INMS210","UGRD",""
"026156","MUSI","330","PRIVATE STUDY II","6.00","LEC","Lecture","","UGRD",""
"026178","MUSI","331","PRIVATE STUDY IIA","3.00","LEC","Lecture","","UGRD",""
"026197","MUSI","332","PRIVATE STUDY IIB","3.00","LEC","Lecture","","UGRD",""
"026205","MUSI","351","Analysis","3.00","LEC","Lecture","Prerequisite: Must have completed MUSI211, 251 and 252","UGRD","MUSI 351 = INMS 351"
"026206","MUSI","352","Harmony II","3.00","LEC","Lecture","Prerequisite: Must have completed MUSI211, 251 and 252","UGRD",""
"026207","MUSI","353","CREATIVE COUNTERPOINT","3.00","LEC","Lecture","Course Prerequisite: MUSI 211, 212, 251, 252","UGRD",""
"026209","MUSI","363","SONGWRITING II","3.00","LEC","Lecture","Prerequisite: Must have completed MUSI 252 and 263","UGRD",""
"026210","MUSI","364","ACOUSTIC INSTR./ORCHESTR.","3.00","LEC","Lecture","Course Prerequisite: MUSI 211, 212, 251, 252","UGRD",""
"026221","MUSI","421","Research in Music","3.00","LEC","Lecture","","UGRD",""
"026234","MUSI","431","PRIVATE STUDY IIIA","3.00","LEC","Lecture","","UGRD",""
"026243","MUSI","432","PRIVATE STUDY IIIB","3.00","LEC","Lecture","","UGRD",""
"026259","MUSI","471","INDEPENDENT STUDY I","3.00","STU","Studio","","UGRD",""
"026266","MUSI","491","Special Project in Music","3.00","LEC","Lecture","","UGRD",""
"026267","MUSI","492","Special Project in Music","3.00","LEC","Lecture","   Course Prerequisite: MUSI491","UGRD",""
"042068","MUSI","430","PRIVATE STUDY III","6.00","LEC","Lecture","","UGRD",""
"042110","MUSI","472","INDEPENDENT STUDY II","3.00","STU","Studio","","UGRD",""
"044194","MUSI","401","CAPSTONE SEMINAR AND PROJECT","6.00","SEM","Seminar","You must have completed a minimum amount of 60 credits.","UGRD",""
"046959","MUSI","341","TOPICS IN HIST + LIT OF MUS","3.00","LEC","Lecture","","UGRD",""
"046960","MUSI","342","TOPICS IN HIST + LIT OF MUS","3.00","LEC","Lecture","","UGRD",""
"046961","MUSI","398","SPECIAL TOPICS IN MUSIC","3.00","LEC","Lecture","","UGRD",""
"046962","MUSI","399","SPECIAL TOPICS IN MUSIC","6.00","LEC","Lecture","","UGRD",""
"046963","MUSI","498","SPECIAL TOPICS IN MUSIC","3.00","LEC","Lecture","","UGRD",""
"046964","MUSI","499","SPECIAL TOPICS IN MUSIC","6.00","LEC","Lecture","","UGRD",""
"047379","MUSI","242","Functional Guitar Skills","3.00","STU","Studio","","UGRD",""
"047380","MUSI","263","Songwriting I","3.00","STU","Studio","PREREQ MUSI 263","UGRD",""
"047381","MUSI","365","Electronic Instrumentation and Orchestration","3.00","LEC","Lecture","Course Prerequisite: MUSI 211, 212, 251, 252","UGRD",""
"047948","MUSI","322","New Music and Media Arts","3.00","LEC","Lecture","","UGRD","MUSI 322 = MUSI 398"
"048462","MUSI","243","FUNCTIONAL VOCAL SKILLS","3.00","STU","Studio","","UGRD",""
"048946","MUSI","481","Supervised Internship I","3.00","STU","Studio","","UGRD",""
"048947","MUSI","482","Supervised Internship II","3.00","STU","Studio","","UGRD",""
"049353","MUSI","402","CAPSTONE SEMINAR AND PROJECT","3.00","SEM","Seminar","for students enrolled in the Major in Music or Specialization in Music Composition and who have completed 60 credits.","UGRD",""
"049730","MUSI","298","Topics in Music","3.00","LEC","Lecture","","UGRD",""
"049731","MUSI","412","Aural Perception IV","3.00","LEC","Lecture","Prerequisite: MUSI 311 or equivalent","UGRD",""
"050126","MUSI","366","Music Composition Essentials I","3.00","STU","Studio","Prereq: MUSI211,25 and 252 previously or concurrently, or permission of the Department of Music; Students who have received credit for MUSI 261 cannot take this course for credit.","UGRD",""
"050127","MUSI","367","Music Composition Essentials II","3.00","STU","Studio","Prereq:MUSI 366,251 and 252 previously or concurrently or permission of the Department of Music. Students who have taken MUSI 262 may not take this course for credit.","UGRD",""
"050128","MUSI","463","Composing with Sound and Pitch","3.00","STU","Studio","Prerequisite: MUSI 367","UGRD",""
"050129","MUSI","466","Composing for Image and Media","3.00","STU","Studio","Prerequisite: MUSI 367","UGRD",""
"050426","MUSI","464","COMPOSING WITH TIME AND SPACE","3.00","SEM","Seminar","Prerequisite: MUSI 367","UGRD",""
"050454","MUSI","4650","COMPOSING WITH RULE AND CHOICE","3.00","SEM","Seminar","PREREQUISITE: MUSI 367","UGRD",""
"050469","NANO","610","Principles of Nanoscience and Nanotechnology","6.00","LEC","Lecture","","GRAD",""
"046965","NURS","393","SELECTED TOPICS IN NURSING","3.00","LEC","Lecture","","UGRD",""
"046966","NURS","394","SELECTED TOPICS IN NURSING","3.00","LEC","Lecture","","UGRD",""
"026399","OPME","610","OPEN MEDIA I","6.00","STU","Studio","","GRAD",""
"026400","OPME","611","OPEN MEDIA II","6.00","STU","Studio","","GRAD",""
"026401","OPME","612","OPEN MEDIA III","6.00","STU","Studio","","GRAD",""
"026402","OPME","613","OPEN MEDIA IV","6.00","STU","Studio","","GRAD",""
"026403","PARA","50","PARA ACADEMIC CREDIT","3.00","LEC","Lecture","","UGRD",""
"047743","PERC","321","Introduction to Performance Studies","3.00","SEM","Seminar","PREREQ: Students must complete 18 credits prior to enrolling. If prerequisites are notsatisfied, permission of the Program Coordinator is required.","UGRD",""
"047744","PERC","322","Gender and Sexuality in Performance","3.00","SEM","Seminar","PREREQUISITE: The following course must be completed previously: PERC 321. Ifprerequisites are not satisfied, permission of the Program Coordinator is required.","UGRD",""
"047746","PERC","323","Post-Colonial Theory and Practice","3.00","SEM","Seminar","PREREQUISITE: The following course must be completed previously: PERC 321. Ifprerequisites are not satisfied, permission of the Program Coordinator is required.","UGRD",""
"047747","PERC","324","Queer Theatre and Performance","3.00","SEM","Seminar","PREREQUISITE: The following course must be completed previously: PERC 321. Ifprerequisites are not satisfied, permission of the Program Coordinator is required.","UGRD",""
"047748","PERC","386","Interdisciplinary Approaches to Performance Creation","3.00","LAB","Laboratory","Prerequisite:  ACTT 209 or PERC 209. Students must complete 24 credits in a program of the Department of Theatre prior to enrolling. If prerequisites are not satisfied permission of the Program Coordinator is required.","UGRD","TDEV 398 = PERC 386"
"047748","PERC","386","Interdisciplinary Approaches to Performance Creation","3.00","STU","Studio","Prerequisite:  ACTT 209 or PERC 209. Students must complete 24 credits in a program of the Department of Theatre prior to enrolling. If prerequisites are not satisfied permission of the Program Coordinator is required.","UGRD","TDEV 398 = PERC 386"
"047750","PERC","408","Supervised Internship I","3.00","PRA","Practicum/Internship/Work-Term","","UGRD","PERC 408=DFTT 408=SCEN 408"
"047750","PERC","408","Supervised Internship I","3.00","PRA","Practicum/Internship/Work-Term","","UGRD","PROD 408 = PERC 408"
"047751","PERC","409","Supervised Internship II","3.00","PRA","Practicum/Internship/Work-Term","","UGRD","PROD 309/409/DFTT409/PERC 409"
"047752","PERC","421","Socially Engaged and Activist Performance","3.00","SEM","Seminar","","UGRD","TDEV 398 = PERC 421"
"047753","PERC","471","Directing II","3.00","LAB","Laboratory","Prerequisite: PERC 311 and 30 credits from within the Department of Theatre","UGRD",""
"047753","PERC","471","Directing II","3.00","STU","Studio","Prerequisite: PERC 311 and 30 credits from within the Department of Theatre","UGRD",""
"047756","PERC","211","Theatre in the City","3.00","LAB","Laboratory","","UGRD","PROD 211 = PERC 211"
"047756","PERC","211","Theatre in the City","3.00","LEC","Lecture","","UGRD","PROD 211 = PERC 211"
"047758","PERC","390","Performance Creation Studio","3.00","LAB","Laboratory","Prereq: FFAR250 and 24 credits completed in a Specialization program Dept of Theatre","UGRD","PROD 311 = PERC 390"
"047758","PERC","390","Performance Creation Studio","3.00","STU","Studio","Prereq: FFAR250 and 24 credits completed in a Specialization program Dept of Theatre","UGRD","PROD 311 = PERC 390"
"047762","PERC","490","Performance Creation Mainstage","6.00","LAB","Laboratory","Prerequisite: FFAR 250 and 30 credits in a specialization Department of Theatre or permission of the Department of Theatre","UGRD","PROD 415 = PERC 490"
"047762","PERC","490","Performance Creation Mainstage","6.00","STU","Studio","Prerequisite: FFAR 250 and 30 credits in a specialization Department of Theatre or permission of the Department of Theatre","UGRD","PROD 415 = PERC 490"
"047764","PERC","209","The Engaged Theatre Artist","3.00","LAB","Laboratory","","UGRD",""
"047764","PERC","209","The Engaged Theatre Artist","3.00","STU","Studio","","UGRD",""
"047765","PERC","210","Performance Creation Studio I: Theory and Method","3.00","LAB","Laboratory","Prerequisites: The following courses must be completed previously: ACTT 209 or PERC209. If prerequisites are not satisfied, permission of the Program Coordinator is required.","UGRD","TDEV 210 = PERC 210"
"047765","PERC","210","Performance Creation Studio I: Theory and Method","3.00","STU","Studio","Prerequisites: The following courses must be completed previously: ACTT 209 or PERC209. If prerequisites are not satisfied, permission of the Program Coordinator is required.","UGRD","TDEV 210 = PERC 210"
"047766","PERC","298","Special Topics in Performance Creation","3.00","LEC","Lecture","","UGRD",""
"047766","PERC","298","Special Topics in Performance Creation","3.00","STU","Studio","","UGRD",""
"047767","PERC","351","Community Arts: The Art of Engagement","3.00","STU","Studio","Prerequisite PERC 351","UGRD","TDEV 301 = PERC 351"
"047769","PERC","354","Popular Theatre","3.00","STU","Studio","PREREQUISITE: The following course must be completed previously: PERC 321. Ifprerequisites are not satisfied, permission of the Program Coordinator is required.","UGRD","TDEV 311 = PERC 354"
"047776","PERC","384","Performance Creation Studio II: Collaborative Practice","3.00","LAB","Laboratory","Prerequisite: The following courses must be completed previously: ACTT 210 ,PERC 210 or SCEN 210 or DFTT 210. If prerequisites are not satisfied, permission of the Program Coordinator is required.","UGRD","TDEV 314 = PERC 384"
"047776","PERC","384","Performance Creation Studio II: Collaborative Practice","3.00","STU","Studio","Prerequisite: The following courses must be completed previously: ACTT 210 ,PERC 210 or SCEN 210 or DFTT 210. If prerequisites are not satisfied, permission of the Program Coordinator is required.","UGRD","TDEV 314 = PERC 384"
"047778","PERC","415","Independent Study II","3.00","LEC","Lecture","","UGRD","TDEV 415 = PERC 415"
"047779","PERC","212","Introduction to Dramaturgy I","3.00","LEC","Lecture","","UGRD","THEA 211 = PERC 212"
"047780","PERC","303","Theatre History and Theory to 1800","3.00","LEC","Lecture","","UGRD","THEA 300=THEA 303=PERC 303"
"047781","PERC","306","Theatre History and Theory, 1800 to Present","3.00","LEC","Lecture","","UGRD","THEA 306-404 = PERC 306"
"047782","PERC","356","Puppetry and Performing Object Workshop","3.00","LAB","Laboratory","ACTT 209 or TPER 209 or PERC 209 or TDEV 209","UGRD","THEA 316 = PERC 356"
"047782","PERC","356","Puppetry and Performing Object Workshop","3.00","STU","Studio","ACTT 209 or TPER 209 or PERC 209 or TDEV 209","UGRD","THEA 316 = PERC 356"
"047783","PERC","318","Playwriting I","3.00","STU","Studio","24 Credits and Enrolment in a Program of The Department of Theatre","UGRD","THEA 341 = PERC 318"
"047784","PERC","362","Playwriting II","3.00","STU","Studio","Prerequisite PERC 362","UGRD","THEA 342 = PERC 362"
"047785","PERC","398","Special Topics in Performance Creation","3.00","LAB","Laboratory","for students with second-year standing (at least 24 credits completed)","UGRD",""
"047785","PERC","398","Special Topics in Performance Creation","3.00","SEM","Seminar","for students with second-year standing (at least 24 credits completed)","UGRD",""
"047785","PERC","398","Special Topics in Performance Creation","3.00","STU","Studio","for students with second-year standing (at least 24 credits completed)","UGRD",""
"047786","PERC","399","Special Topics in Performance Creation","6.00","SEM","Seminar","","UGRD",""
"047786","PERC","399","Special Topics in Performance Creation","6.00","STU","Studio","","UGRD",""
"047844","PERC","405","Independent Study I","3.00","LEC","Lecture","","UGRD","THEA 405 = TDEV 405 = PERC 405"
"047845","PERC","311","Directing I","3.00","LAB","Laboratory","24 Credits and Enrolment in a Program of The Department of Theatre","UGRD","THEA 411 = PERC 311"
"047845","PERC","311","Directing I","3.00","STU","Studio","24 Credits and Enrolment in a Program of The Department of Theatre","UGRD","THEA 411 = PERC 311"
"047846","PERC","498","Special Topics in Performance Creation","3.00","LAB","Laboratory","","UGRD",""
"047846","PERC","498","Special Topics in Performance Creation","3.00","SEM","Seminar","","UGRD",""
"047846","PERC","498","Special Topics in Performance Creation","3.00","STU","Studio","","UGRD",""
"047847","PERC","499","Special Topics in Performance Creation","6.00","SEM","Seminar","","GRAD",""
"047847","PERC","499","Special Topics in Performance Creation","6.00","STU","Studio","","GRAD",""
"049679","PERC","462","Playwriting II","3.00","LEC","Lecture","Prerequisite: PERC 318 and 30 credits completed in the Specialization in Performance Creation","UGRD",""
"049719","PERC","412","Expanded Dramaturgical Practice","3.00","SEM","Seminar","Prerequisite: PERC 212 and completion of 30 credits in the Department of Theatre or permission of the Department of Theatre.","UGRD",""
"049724","PERC","464","Oral History Performance","3.00","SEM","Seminar","Prerequisite: ACTT 209 or PERC 209 and 30 credits completed in a program of the Department of Theatre or permission of the Department of Theatre","UGRD",""
"049725","PERC","486","Site-specific Performance Practice","3.00","STU","Studio","Prerequisite: 30 credits completed in a program of the Department of Theatre or permission of the Department of Theatre","UGRD",""
"050412","PERC","355","The Arts of Listening and Interviewing","3.00","SEM","Seminar","","UGRD",""
"050412","PERC","355","The Arts of Listening and Interviewing","3.00","STU","Studio","","UGRD",""
"050413","PERC","422","INDIGENOUS STORYTELLING","3.00","STU","Studio","Prerequisite: Students must complete 24 credits in a program of the Department ofTheatre prior to enrolling. If prerequisites are not satisfied, permission of the ProgramCoordinator is required.","UGRD",""
"050414","PERC","488","SHORT WORKS FESTIVAL","3.00","STU","Studio","Prerequisite: Students must complete 48 credits in a program in the Department ofTheatre prior to enrolling. If prerequisites are not satisfied, permission of the ProgramCoordinator is required.","UGRD",""
"050415","PERC","496","PERFORMANCE CREATION FIELD SCHOOL","3.00","STU","Studio","for students with second-year standing (at least 24 credits completed)","UGRD",""
"026485","PHIL","201","Problems of Philosophy","3.00","LEC","Lecture","","UGRD",""
"026488","PHIL","210","Critical Thinking","3.00","LEC","Lecture","","UGRD",""
"026493","PHIL","214","Deductive Logic","3.00","CON","Conference","Students who have taken PHIL212 may not take this course for credit.","UGRD","PHIL 214 = PHIL 321"
"026493","PHIL","214","Deductive Logic","3.00","LEC","Lecture","Students who have taken PHIL212 may not take this course for credit.","UGRD","PHIL 214 = PHIL 321"
"026494","PHIL","216","Introduction to the Philosophy of Language","3.00","LEC","Lecture","","UGRD",""
"026495","PHIL","220","Introduction to the Philosophy of Science","3.00","CON","Conference","Students who have taken INTE250 or PHIL228 may not take this course for credit.","UGRD","PHIL 220 = PHIL 228"
"026495","PHIL","220","Introduction to the Philosophy of Science","3.00","LEC","Lecture","Students who have taken INTE250 or PHIL228 may not take this course for credit.","UGRD","PHIL 220 = PHIL 228"
"026503","PHIL","226","Introduction to Philosophy of Mind","3.00","LEC","Lecture","Students must not have taken the following courses: PHIL325, PHIL425.","UGRD","PHIL226 = PHIL225"
